name,price,size,area,url,monthly_fee,date_sold
Skarpnäcks Allé 74,3 000 000 kr,"77 m², 3 rum","Lägenhet, Skarpnäck",https://www.booli.se/annons/4548782,5 076 kr/mån,2022-03-29
Stavanger­gatan 52,1 850 000 kr,"63 m², 3 rum","Lägenhet, Husby",https://www.booli.se/bostad/747706,4 627 kr/mån,2022-03-29
Butelj­gatan 24,4 400 000 kr,"45 m², 2 rum","Lägenhet, Liljeholmskajen",https://www.booli.se/annons/4564502,2 601 kr/mån,2022-03-29
Styresman Sanders väg 8,4 550 000 kr,"83 m², 3 rum","Lägenhet, Bromma",https://www.booli.se/annons/4548038,4 940 kr/mån,2022-03-29
Bysis­torget 6,4 600 000 kr,"40 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/3886506,1 841 kr/mån,2022-03-29
Ekensbergs­vägen 17,6 300 000 kr,"93 m², 4 rum","Lägenhet, Gröndal",https://www.booli.se/bostad/159921,2 799 kr/mån,2022-03-29
Heleneborgs­gatan 6A,6 400 000 kr,"57 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/3928106,3 242 kr/mån,2022-03-29
Bergsunds Strand 9,6 455 000 kr,"49 m², 2 rum","Lägenhet, Hornstull",https://www.booli.se/annons/4565836,2 614 kr/mån,2022-03-23
Spann­vägen 32,3 400 000 kr,"52 m², 2½ rum","Lägenhet, Bromma",https://www.booli.se/annons/4330729,3 466 kr/mån,2022-03-29
Bonde­gatan 18,9 000 000 kr,"90 m², 3 rum","Lägenhet, Katarina",https://www.booli.se/bostad/337062,4 667 kr/mån,2022-03-29
Sigurd Rings gata 10,4 200 000 kr,"53 m², 2 rum","Lägenhet, Aspudden",https://www.booli.se/annons/4568812,3 446 kr/mån,2022-03-29
Drottningholms­vägen 350,3 100 000 kr,"51 m², 2 rum","Lägenhet, Bromma",https://www.booli.se/annons/4564703,2 968 kr/mån,2022-03-29
Enskede­vägen 166,5 695 000 kr,"80 m², 3 rum","Lägenhet, Svedmyra",https://www.booli.se/bostad/4204501,4 297 kr/mån,2022-03-29
Birka­gatan 26,5 025 000 kr,"39 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4568155,1 789 kr/mån,2022-03-29
Upplands­gatan 28,3 600 000 kr,"27½ m², 1 rum","Lägenhet, Vasastan Odenplan",https://www.booli.se/annons/4512160,1 585 kr/mån,46
Bergsråds­vägen 18,1 925 000 kr,"27½ m², 1½ rum","Lägenhet, Bagarmossen",https://www.booli.se/annons/4558340,2 069 kr/mån,2022-03-29
Grev Ture­gatan 84,9 400 000 kr,"59 m², 2 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4538744,2 489 kr/mån,2022-03-29
Parhus,5 600 000 kr,"124 m², 5 rum","Parhus, Hässelby Södra Villastad",https://www.booli.se/annons/4561853,4 529 kr/mån,2022-03-14
T2,6 200 000 kr,"124 m², 5 rum","Parhus, Hässelby Södra Villastad",https://www.booli.se/annons/4561844,4 529 kr/mån,2022-03-14
Norlinds­vägen 25,8 700 000 kr,"65 m², 4½ rum","Villa, Bromma",https://www.booli.se/annons/4560092,N/A,2022-03-28
Doktor Wider­ströms gata 52,2 325 000 kr,"31 m², 1 rum","Lägenhet, Fruängen",https://www.booli.se/annons/4521509,2 074 kr/mån,2022-03-24
Lunda­gatan 36E,4 300 000 kr,"39 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/663636,1 997 kr/mån,2022-03-29
Bergsunds Strand 38,4 350 000 kr,"48 m², 1½ rum","Lägenhet, Högalid",https://www.booli.se/annons/4544303,2 271 kr/mån,2022-03-23
Viltorps­backen 81,6 200 000 kr,"126 m², 5 rum","Villa, Vällingby",https://www.booli.se/bostad/1999498,N/A,2022-03-29
Norrtulls­gatan 26A,6 700 000 kr,"50 m², 2½ rum","Lägenhet, Vasastan",https://www.booli.se/annons/4558863,8 m²,2022-03-22
Tule­gatan 42,6 650 000 kr,"57 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4550030,2 742 kr/mån,2022-03-17
Oxenstierns­gatan 37,2 650 000 kr,"20 m², 1 rum","Lägenhet, Östermalm",https://www.booli.se/bostad/696801,1 141 kr/mån,2022-03-26
Lützen­gatan 7,29 000 000 kr,"178 m², 6 rum","Lägenhet, Östermalm",https://www.booli.se/bostad/665709,1 kr/mån,N/A
Tisdags­vägen 11,2 060 000 kr,"27 m², 1 rum","Lägenhet, Hökarängen",https://www.booli.se/annons/4567383,2 079 kr/mån,2022-03-29
Per Ludvig Lindgrens Terrass 2,5 990 000 kr,"66 m², 2 rum","Lägenhet, Hammarby Sjöstad",https://www.booli.se/annons/4114280,3 485 kr/mån,2022-03-29
Fleming­gatan 54,6 500 000 kr,"62 m², 2½ rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4566074,N/A,2022-03-29
Lidners­gatan 12B,4 250 000 kr,"46½ m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4575847,3 578 kr/mån,2022-03-29
Ture Nermans gränd 4,3 550 000 kr,"25½ m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/3880673,613 kr/mån,2022-02-02
Sankt Eriks­gatan 39,3 165 000 kr,"27 m², 1 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/720875,790 kr/mån,2022-02-15
Gubbkärrs­vägen 29S,2 350 000 kr,"45 m², 1 rum","Lägenhet, Bromma",https://www.booli.se/bostad/3996068,2 975 kr/mån,2022-03-02
Gjörwells­gatan 17,3 750 000 kr,"36 m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/392574,1 421 kr/mån,2022-03-25
Student­backen 32,7 600 000 kr,"82½ m², 3 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4576133,4 818 kr/mån,2022-03-29
Skåne­gatan 107,8 200 000 kr,"79 m², 3 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/736582,4 038 kr/mån,2022-03-29
Stop­vägen 87,3 100 000 kr,"48 m², 2 rum","Lägenhet, Abrahamsberg",https://www.booli.se/annons/4569058,3 120 kr/mån,2022-03-25
Skogsfru­gränd 14,21 200 000 kr,"201 m², 6 rum","Villa, Bromma",https://www.booli.se/bostad/1878585,N/A,2022-03-25
Regerings­gatan 89,6 550 000 kr,"52 m², 2 rum","Lägenhet, Norrmalm",https://www.booli.se/bostad/704995,2 253 kr/mån,2022-03-22
Klädes­vägen 40,2 900 000 kr,"43 m², 2 rum","Lägenhet, Bromma",https://www.booli.se/bostad/3988418,2 437 kr/mån,2022-03-25
Karin Boyes gata 61,6 950 000 kr,103 m²,"Radhus, Hägersten",https://www.booli.se/bostad/2474897,N/A,2022-03-14
Astrakan­gatan 147,4 300 000 kr,101 m²,"Radhus, Hässelby Gård",https://www.booli.se/bostad/2208727,N/A,2022-03-15
Follingbo­gatan 18,1 450 000 kr,"23 m², 1 rum","Lägenhet, Bromma",https://www.booli.se/annons/4536627,2 611 kr/mån,2022-03-28
Norrbacka­gatan 11,6 450 000 kr,"51 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4569354,2 690 kr/mån,2022-03-28
Horns­gatan 64A,3 000 000 kr,"23 m², 1 rum","Lägenhet, Maria",https://www.booli.se/annons/3157169,961 kr/mån,2022-03-26
Nynäs­vägen 342B,3 900 000 kr,"57 m², 2 rum","Lägenhet, Gamla Enskede",https://www.booli.se/annons/4083568,3 767 kr/mån,437
Karlbergs­vägen 80A,4 100 000 kr,"32 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4538566,1 530 kr/mån,2022-03-26
Observatorie­gatan 16,13 650 000 kr,"86 m², 3 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4567935,3 620 kr/mån,2022-03-29
Farsta­vägen 87,3 200 000 kr,"63½ m², 3 rum","Lägenhet, Farsta",https://www.booli.se/annons/4512328,3 224 kr/mån,2022-03-28
Igeldamms­gatan 38,3 500 000 kr,"35 m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4567049,2 320 kr/mån,2022-03-28
Nybergs­gatan 2,14 350 000 kr,"72 m², 3 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4570601,1 505 kr/mån,2022-03-28
Regerings­gatan 78A,8 400 000 kr,"65 m², 2 rum","Lägenhet, Norrmalm",https://www.booli.se/annons/4569010,1 644 kr/mån,2022-03-28
Spiksko­gatan 14,5 885 000 kr,"96 m², 4 rum","Lägenhet, Älvsjö",https://www.booli.se/annons/4474704,5 104 kr/mån,2022-03-28
Gotlands­gatan 60,3 900 000 kr,"38 m², 1½ rum","Lägenhet, Södermalm",https://www.booli.se/bostad/153591,2 023 kr/mån,2022-03-28
Stora Kvinns väg 78,3 315 000 kr,"44½ m², 1½ rum","Lägenhet, Långbro Park",https://www.booli.se/bostad/749725,12½ m²,2022-03-28
Oktav­gatan 6,2 800 000 kr,"36 m², 1 rum","Lägenhet, Telefonplan",https://www.booli.se/annons/4578625,1 946 kr/mån,2022-03-25
Oden­gatan 71,9 150 000 kr,"70 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/4184148,3 609 kr/mån,2022-03-28
Follingbo­gatan 18,1 850 000 kr,"39 m², 2 rum","Lägenhet, Bromma",https://www.booli.se/annons/4509488,3 597 kr/mån,2022-03-28
Blecktorns­stigen 8,4 100 000 kr,"34 m², 1 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/175919,2 107 kr/mån,2022-03-24
Renstiernas gata 45,8 300 000 kr,"60 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4579429,3 882 kr/mån,2022-03-28
Runius­gatan 5,5 400 000 kr,"76 m², 3 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4565578,3 093 kr/mån,2022-03-28
Moss­kroken 18,14 200 000 kr,"155 m², 5 rum","Villa, Stora Mossen",https://www.booli.se/annons/4551168,5 117 kr/mån,2022-03-28
Idun­gatan 9,10 250 000 kr,"80 m², 3 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4551556,2 173 kr/mån,2022-03-28
Brev­vägen 4,2 250 000 kr,"34 m², 1½ rum","Lägenhet, Enskede",https://www.booli.se/bostad/3998448,2 932 kr/mån,10
Nynäs­vägen 351,2 500 000 kr,"45 m², 1 rum","Lägenhet, Gamla Enskede",https://www.booli.se/bostad/4206712,2 649 kr/mån,2022-03-28
Sala­gatan 22,4 700 000 kr,"106 m², 4 rum","Lägenhet, Spånga",https://www.booli.se/bostad/718465,5 927 kr/mån,2022-03-28
Torkel Knutssons­gata 35,13 000 000 kr,"130 m², 5 rum","Lägenhet, Maria",https://www.booli.se/annons/4567313,5 189 kr/mån,1
Frödings­vägen 6,7 800 000 kr,"86 m², 3 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4577966,3 301 kr/mån,2022-03-28
Gransätra­gränd 31,2 395 000 kr,"77 m², 2 rum","Lägenhet, Sätra",https://www.booli.se/bostad/369033,4 164 kr/mån,2022-03-25
Gräsholms­vägen 44,2 300 000 kr,"72½ m², 3 rum","Lägenhet, Skärholmen",https://www.booli.se/bostad/157077,5 508 kr/mån,2022-03-16
Bonde­gatan 18,3 225 000 kr,"29 m², 1 rum","Lägenhet, Södermalm Katarina",https://www.booli.se/annons/4567252,1 652 kr/mån,2022-03-28
Grönviks­vägen 49,20 000 000 kr,"163 m², 5 rum","Lägenhet, Bromma",https://www.booli.se/bostad/325254,5 481 kr/mån,N/A
Kungsholms­gatan 22,7 500 000 kr,"78 m², 3 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/646924,3 188 kr/mån,2022-03-28
Hälsinge­gatan 8A,4 550 000 kr,"32 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/442751,1 204 kr/mån,2022-03-23
Tenor­gränd 33,6 450 000 kr,"140 m², 5 rum","Kedjehus, Vällingby",https://www.booli.se/bostad/2052278,N/A,2022-03-25
Nacka­gatan 25,7 200 000 kr,"96 m², 3 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/681594,5 172 kr/mån,2022-03-25
Jan Inghes Torg 16,7 000 000 kr,"75 m², 2 rum","Lägenhet, Henriksdal",https://www.booli.se/bostad/135377,2 566 kr/mån,2022-03-28
Styrmans­gatan 14A,7 300 000 kr,"51 m², 2 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4395917,2 155 kr/mån,2021-10-14
Runebergs­gatan 12,19 500 000 kr,"123 m², 4 rum","Lägenhet, Östermalm",https://www.booli.se/bostad/377063,5 559 kr/mån,2021-11-15
Nybro­gatan 23C,21 000 000 kr,"121 m², 4 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4511948,942 kr/mån,2022-02-19
Butelj­gatan 24,3 900 000 kr,"46 m², 2 rum","Lägenhet, Liljeholmskajen",https://www.booli.se/annons/4530607,2 633 kr/mån,2022-03-25
Strömkarls­vägen 70,8 700 000 kr,"85 m², 4 rum","Lägenhet, Bromma",https://www.booli.se/bostad/752356,4 711 kr/mån,N/A
Sibelius­gången 46,1 800 000 kr,"81 m², 3 rum","Lägenhet, Akalla",https://www.booli.se/annons/4569252,4 841 kr/mån,2022-03-20
Skagafjords­gatan 10,3 300 000 kr,77 m²,"Lägenhet, Kista",https://www.booli.se/bostad/4011263,4 630 kr/mån,2022-03-14
Tennis­vägen 20,14 650 000 kr,"153 m², 6 rum","Villa, Bromma",https://www.booli.se/annons/4525675,N/A,2022-03-24
Strömkarls­vägen 86,3 900 000 kr,"44 m², 2 rum","Lägenhet, Smedslätten",https://www.booli.se/annons/4542053,2 967 kr/mån,2022-03-24
Förlanda­gränd 12,3 200 000 kr,"95 m², 4 rum","Lägenhet, Östbergahöjden",https://www.booli.se/bostad/392072,4 743 kr/mån,2022-03-24
Jomsborgs­vägen 27,9 430 000 kr,"66 m², 6 rum","Villa, Bromma",https://www.booli.se/annons/4547786,N/A,2022-03-17
Grums­gatan 4,3 220 000 kr,"75 m², 3 rum","Lägenhet, Farsta",https://www.booli.se/bostad/3989241,4 239 kr/mån,2022-03-25
Roslags­gatan 35,5 000 000 kr,"43 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/711717,2 097 kr/mån,2022-03-26
Pålsunds­gatan 7,6 600 000 kr,"64 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4551414,3 045 kr/mån,2022-03-24
Ruddamms­backen 28,5 100 000 kr,"46 m², 2 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4567036,2 546 kr/mån,2022-03-27
Fristads­vägen 4,4 400 000 kr,"134 m², 6 rum","Parhus, Spånga",https://www.booli.se/annons/4557502,N/A,2022-03-24
Skebokvarns­vägen 317,1 950 000 kr,"29 m², 1 rum","Lägenhet, Högdalen",https://www.booli.se/bostad/732058,2 019 kr/mån,2022-03-28
Duk­vägen 6,3 300 000 kr,"51 m², 2 rum","Lägenhet, Bromma",https://www.booli.se/annons/4559290,2 969 kr/mån,2022-03-23
Love Almqvists väg 10,3 600 000 kr,"34 m², 1½ rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4316203,1 927 kr/mån,17
Vintrosa­gatan 5,2 980 000 kr,"95 m², 4 rum","Lägenhet, Bandhagen",https://www.booli.se/annons/4544441,5 700 kr/mån,2022-03-15
Skönviks­vägen 296,3 400 000 kr,"60 m², 3 rum","Lägenhet, Stureby",https://www.booli.se/annons/4558998,3 949 kr/mån,2022-03-27
Vanadis­vägen 31B,7 300 000 kr,"53 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4570090,2 467 kr/mån,6
Hälsinge­gatan 10B,4 550 000 kr,"32 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/annons/4520303,1 744 kr/mån,2022-03-25
Bastu­gatan 43,14 000 000 kr,"112 m², 4 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4559778,3 406 kr/mån,2022-03-27
Rubanks­gränd 6,3 250 000 kr,"55 m², 2 rum","Lägenhet, Enskede",https://www.booli.se/bostad/712351,4 159 kr/mån,2022-01-26
Dalbo­branten 29,4 000 000 kr,"69½ m², 3 rum","Lägenhet, Sköndal",https://www.booli.se/bostad/585601,4 041 kr/mån,2022-02-11
Majro­vägen 29,4 400 000 kr,"69 m², 3 rum","Lägenhet, Enskede",https://www.booli.se/annons/4516511,5 278 kr/mån,2022-02-22
Farsta­vägen 87,3 300 000 kr,"64 m², 3 rum","Lägenhet, Farsta",https://www.booli.se/annons/4494393,3 234 kr/mån,2022-02-25
Industri­gatan 14,4 190 000 kr,"41 m², 1 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4503292,2 783 kr/mån,2022-03-21
Brännkyrka­gatan 66,4 260 000 kr,"40 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/333255,1 706 kr/mån,2022-03-26
Katarina Ban­gata 31A,11 500 000 kr,"85 m², 3 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/631921,2 685 kr/mån,2022-03-27
Sannadals­vägen 26,3 950 000 kr,"45 m², 2 rum","Lägenhet, Gröndal",https://www.booli.se/bostad/721955,2 982 kr/mån,2022-03-26
Blacksta­vägen 3,12 177 000 kr,"165 m², 6 rum","Villa, Älvsjö",https://www.booli.se/bostad/2214606,N/A,2022-03-26
Radius­backen 6,3 150 000 kr,"41 m², 1 rum","Lägenhet, Telefonplan",https://www.booli.se/bostad/704309,2 228 kr/mån,2022-03-26
Helios­gatan 10B,7 650 000 kr,"84 m², 3 rum","Lägenhet, Hammarby Sjöstad",https://www.booli.se/annons/4551265,3 855 kr/mån,1
Skeppar­gatan 81,3 295 000 kr,"33½ m², 1½ rum","Lägenhet, Nedre Gärdet",https://www.booli.se/annons/4532852,N/A,36
Blomster­vägen 4,30 500 000 kr,215 m²,"Villa, Bromma",https://www.booli.se/bostad/2211748,N/A,N/A
Ålstens­gatan 49,11 500 000 kr,"85 m², 5 rum","Radhus, Bromma",https://www.booli.se/annons/4546564,43 m²,2022-03-16
Maj­vägen 15,36 500 000 kr,"253 m², 9 rum","Villa, Bromma",https://www.booli.se/annons/4338915,N/A,2021-08-30
Svartviks­slingan 42,10 000 000 kr,"101 m², 3 rum","Lägenhet, Bromma",https://www.booli.se/bostad/4182076,4 528 kr/mån,2022-03-26
Kista Gårds­väg 16,2 360 000 kr,"44½ m², 2 rum","Lägenhet, Kista",https://www.booli.se/bostad/4196861,2 437 kr/mån,2022-03-26
Sol­berga Ängs­väg 12,3 900 000 kr,"80½ m², 3 rum","Lägenhet, Älvsjö",https://www.booli.se/annons/4546757,4 754 kr/mån,2022-03-25
Gamla Tyresövägen 351D,8 300 000 kr,"74 m², 3 rum","Lägenhet, Enskededalen",https://www.booli.se/bostad/390166,3 112 kr/mån,2022-03-25
Midskepps­gatan 22A,6 700 000 kr,"69½ m², 2 rum","Lägenhet, Hammarby Sjöstad",https://www.booli.se/bostad/3911960,4 484 kr/mån,2022-03-25
Tellusborgs­vägen 90,3 700 000 kr,"43 m², 2 rum","Lägenhet, Midsommarkransen",https://www.booli.se/annons/4552822,2 442 kr/mån,2022-03-26
Fyrspanns­gatan 183,2 060 000 kr,"41 m², 2 rum","Lägenhet, Hässelby Strand",https://www.booli.se/annons/4528174,3 100 kr/mån,2022-03-24
Aprikos­gatan 90,2 450 000 kr,"79 m², 3 rum","Lägenhet, Hässelby Strand",https://www.booli.se/annons/4566318,5 820 kr/mån,Ny
Ångermanna­gatan 176,3 500 000 kr,"77½ m², 3 rum","Lägenhet, Vällingby Centrum",https://www.booli.se/annons/4535085,4 669 kr/mån,2022-03-15
Skogsfru­gränd 5,12 260 000 kr,155 m²,"Radhus, Bromma",https://www.booli.se/bostad/2213594,N/A,N/A
Lärk­stigen 5,8 150 000 kr,105 m²,"Villa, Spånga - Flysta",https://www.booli.se/bostad/1755447,N/A,2022-03-11
Lill­svängen 54,11 850 000 kr,172 m²,"Villa, Mälarhöjden",https://www.booli.se/bostad/2213939,N/A,2022-01-28
Reuterholms­vägen 17,2 800 000 kr,"57 m², 2 rum","Lägenhet, Örby",https://www.booli.se/annons/4548743,N/A,2022-03-26
Birger Jarls­gatan 97,19 150 000 kr,"137 m², 5 rum","Lägenhet, Vasastan Östermalm",https://www.booli.se/annons/4553159,5 695 kr/mån,2022-03-25
Ekholms­vägen 305,2 300 000 kr,"54 m², 2 rum","Lägenhet, Skärholmen",https://www.booli.se/annons/4554325,N/A,2022-03-26
Essinge­torget 44,3 250 000 kr,"37 m², 1½ rum","Lägenhet, Stora Essingen",https://www.booli.se/bostad/4202991,2 048 kr/mån,2022-03-25
Husaby­vägen 17,3 300 000 kr,"35 m², 2 rum","Lägenhet, Aspudden",https://www.booli.se/annons/4568046,1 984 kr/mån,2022-03-25
Burträsk­gatan 6,6 800 000 kr,"126 m², 6 rum","Radhus, Vällingbyhöjden",https://www.booli.se/annons/4537691,5 800 kr/mån,2022-03-25
Bastu­gatan 49,6 525 000 kr,"54 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4560782,2 129 kr/mån,2022-03-26
Hjortron­vägen 3,8 350 000 kr,"112 m², 5 rum","Villa, Eneby",https://www.booli.se/annons/4521705,N/A,2022-03-25
Gustaf Wickmans väg 6,7 445 000 kr,"104 m², 4 rum","Lägenhet, Älvsjö",https://www.booli.se/bostad/326302,6 235 kr/mån,2022-03-25
Tidaholms­vägen 32,2 260 000 kr,"32 m², 1 rum","Lägenhet, Hammarbyhöjden",https://www.booli.se/annons/4559522,2 300 kr/mån,2022-03-25
Kvarnbacks­vägen 81,4 600 000 kr,"73 m², 3 rum","Lägenhet, Bromma",https://www.booli.se/bostad/648744,3 802 kr/mån,2022-03-25
Pelar­gatan 7,4 525 000 kr,"60 m², 2½ rum","Lägenhet, Johanneshov",https://www.booli.se/annons/4560260,3 036 kr/mån,2022-03-25
Tjärhovs­gatan 10,3 100 000 kr,"29 m², 1 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4558031,1 418 kr/mån,2022-03-25
Dala­gatan 40A,6 200 000 kr,"45 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/4035229,4 m²,2022-03-25
Sol­berga Ängs­väg 14,4 100 000 kr,"82½ m², 4 rum","Lägenhet, Älvsjö",https://www.booli.se/annons/4559817,4 844 kr/mån,2022-03-25
Marviks­vägen 5,4 830 000 kr,"63½ m², 2 rum","Lägenhet, Årsta",https://www.booli.se/annons/4559094,3 800 kr/mån,2022-03-25
Götalands­vägen 230,5 850 000 kr,"93 m², 4 rum","Lägenhet, Älvsjö",https://www.booli.se/annons/4549260,4 824 kr/mån,2022-03-24
Kista Gårds­väg 18,2 350 000 kr,"44 m², 2 rum","Lägenhet, Kista",https://www.booli.se/bostad/4196901,2 437 kr/mån,2022-03-25
Grubbens­ringen 21,7 900 000 kr,"69 m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/154509,4 783 kr/mån,2022-03-25
Disponent­gatan 2,3 400 000 kr,"44 m², 2 rum","Lägenhet, Lilla Essingen",https://www.booli.se/bostad/588617,1 937 kr/mån,2022-03-25
Lindholms­backen 107,4 100 000 kr,"134 m², 6 rum","Radhus, Skärholmen",https://www.booli.se/bostad/2208355,N/A,2022-03-25
Sigurd Rings gata 6,6 525 000 kr,"70 m², 3 rum","Lägenhet, Aspudden",https://www.booli.se/annons/4568466,4 709 kr/mån,2022-03-25
Högbergs­gatan 76B,5 550 000 kr,"52 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/annons/4555369,2 061 kr/mån,2022-03-25
Horns­gatan 156,8 500 000 kr,"84 m², 3 rum","Lägenhet, Hornstull",https://www.booli.se/annons/4509307,4 m²,2022-03-18
Blåsut­vägen 7,3 810 000 kr,"55 m², 2 rum","Lägenhet, Blåsut",https://www.booli.se/bostad/146089,3 494 kr/mån,2022-03-25
Haga­gatan 22,6 550 000 kr,"64 m², 3 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/304665,4 014 kr/mån,2022-03-23
Skönviks­vägen 321,3 320 000 kr,"57 m², 2 rum","Lägenhet, Stureby",https://www.booli.se/bostad/738699,3 695 kr/mån,2022-03-25
Gullmars­vägen 29,4 275 000 kr,"56 m², 2 rum","Lägenhet, Årsta",https://www.booli.se/bostad/325921,3 827 kr/mån,2022-03-25
Valhalla­vägen 128,10 000 000 kr,"89½ m², 3 rum","Lägenhet, Östermalm",https://www.booli.se/bostad/724076,3 733 kr/mån,2022-03-25
Svea­vägen 126,6 400 000 kr,"52 m², 3 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/757167,2 553 kr/mån,2022-03-25
Rämens­vägen 2,3 425 000 kr,"56½ m², 3 rum","Lägenhet, Årsta",https://www.booli.se/annons/4551118,4 051 kr/mån,2022-03-24
Rödabergs­gatan 2,4 210 000 kr,"36½ m², 1½ rum","Lägenhet, Vasastan",https://www.booli.se/bostad/420678,1 968 kr/mån,2022-03-25
Finn Malmgrens väg 77,3 575 000 kr,"47 m², 2 rum","Lägenhet, Hammarbyhöjden",https://www.booli.se/bostad/573188,3 130 kr/mån,2022-03-25
Sannadals­vägen 18,3 850 000 kr,"45 m², 2 rum","Lägenhet, Gröndal",https://www.booli.se/bostad/721924,3 012 kr/mån,2022-03-24
Tomtebo­gatan 36,10 075 000 kr,"76 m², 3 rum","Lägenhet, Birkastan",https://www.booli.se/annons/4539531,3 214 kr/mån,2022-03-23
Skeppar­gatan 41,20 000 000 kr,"116 m², 4 rum","Lägenhet, Östermalm",https://www.booli.se/annons/4527036,3 250 kr/mån,2022-02-17
Igeldamms­gatan 14,7 600 000 kr,"61 m², 3 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4558801,3 271 kr/mån,2022-03-17
Möckel­vägen 23,3 375 000 kr,"47 m², 2 rum","Lägenhet, Årsta",https://www.booli.se/bostad/337327,2 311 kr/mån,2022-03-25
Carl Barks väg 15K,5 600 000 kr,"121 m², 5 rum","Parhus, Spånga",https://www.booli.se/bostad/2263099,N/A,2022-03-24
Hjärne­gatan 7,11 000 000 kr,"85 m², 3 rum","Lägenhet, Kungsholmen",https://www.booli.se/annons/4111558,4 752 kr/mån,408
Tranebergs­vägen 43,6 210 000 kr,"81 m², 3 rum","Lägenhet, Traneberg",https://www.booli.se/annons/4535374,4 418 kr/mån,2022-03-23
Krukmakar­gatan 60,6 000 000 kr,"68 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/643097,2 954 kr/mån,2022-03-25
Malmgårds­vägen 20,3 000 000 kr,"27 m², 1 rum","Lägenhet, Sofia",https://www.booli.se/annons/4554118,1 537 kr/mån,2022-03-23
Ersta­gatan 23,4 080 000 kr,"38 m², 2 rum","Lägenhet, Södermalm",https://www.booli.se/bostad/566269,2 112 kr/mån,2022-03-23
Kungs­holms Strand 163,5 100 000 kr,"51 m², 2 rum","Lägenhet, Kungsholmen",https://www.booli.se/bostad/646574,3 101 kr/mån,2022-03-25
Johanneshovs­vägen 153,8 500 000 kr,"97 m², 4 rum","Lägenhet, Årsta",https://www.booli.se/bostad/4100389,5 449 kr/mån,2022-03-24
Annedals­vägen 51,3 625 000 kr,"67 m², 2 rum","Lägenhet, Bromma",https://www.booli.se/bostad/69948,3 397 kr/mån,2022-03-25
Aslögs­vägen 24,8 225 000 kr,"159 m², 6 rum","Kedjehus, Spånga",https://www.booli.se/annons/4551532,N/A,2022-03-24
Tämnar­vägen 34,3 550 000 kr,"55 m², 2 rum","Lägenhet, Årsta",https://www.booli.se/bostad/778069,3 057 kr/mån,2022-03-24
Rådmans­gatan 35,6 600 000 kr,"56 m², 2 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/343323,1 863 kr/mån,2022-03-24
Haga­gatan 17J,10 000 000 kr,"87 m², 4 rum","Lägenhet, Vasastan",https://www.booli.se/bostad/3878830,4 291 kr/mån,2022-03-24
